time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-06T09:21:22.990Z,35.7483333,-117.569,4.35,3.17,ml,38,44,0.07114,0.16,ci,ci38460895,2020-01-14T01:27:10.750Z,"15km W of Searles Valley, CA",earthquake,0.16,0.44,0.167,32,reviewed,ci,ci
2019-07-06T09:17:44.970Z,35.7065,-117.5421667,11,2.78,ml,22,116,0.1179,0.18,ci,ci38460855,2021-10-14T17:44:19.992Z,"14km WSW of Searles Valley, CA",earthquake,0.25,0.5,0.12,14,reviewed,ci,ci
2019-07-06T09:07:10.430Z,35.7371667,-117.5686667,6.01,2.66,ml,33,57,0.08184,0.17,ci,ci38460735,2021-10-20T18:31:03.780Z,"15km WSW of Searles Valley, CA",earthquake,0.16,0.66,0.094,18,reviewed,ci,ci
2019-07-06T09:06:21.730Z,35.6735,-117.4728333,3.08,3.37,ml,49,55,0.08724,0.15,ci,ci38460727,2019-12-18T00:40:08.470Z,"12km SSW of Searles Valley, CA",earthquake,0.13,0.29,0.156,32,reviewed,ci,ci
2019-07-06T09:04:03.190Z,35.7081667,-117.5486667,7.8,2.53,ml,14,91,0.1145,0.1,ci,ci38460687,2021-10-19T00:35:29.615Z,"15km WSW of Searles Valley, CA",earthquake,0.26,1.02,0.224,3,reviewed,ci,ci
2019-07-06T09:03:12.250Z,35.6878333,-117.5343333,9.92,2.98,ml,26,77,0.1169,0.14,ci,ci38460671,2019-12-05T01:55:50.570Z,"15km SW of Searles Valley, CA",earthquake,0.2,0.48,0.157,48,reviewed,ci,ci
2019-07-06T09:02:22.210Z,35.5678333,-117.3676667,5.26,3.05,ml,31,66,0.04287,0.16,ci,ci38460655,2021-10-13T21:20:55.310Z,"22km S of Trona, CA",earthquake,0.22,0.4,0.171,49,reviewed,ci,ci
2019-07-06T08:59:57.510Z,35.5498333,-117.3855,3.71,3.96,mw,34,71,0.03015,0.17,ci,ci38460639,2019-09-26T14:30:47.040Z,"24km S of Trona, CA",earthquake,0.22,0.56,,4,reviewed,ci,ci
2019-07-06T08:59:55.720Z,35.6021667,-117.3878333,6.72,3.6,mlr,27,73,0.06259,0.12,ci,ci38460631,2020-04-22T17:04:19.237Z,"18km S of Trona, CA",earthquake,0.26,0.57,0.203,3,reviewed,ci,ci
2019-07-06T08:57:50.170Z,35.6778333,-117.5443333,9.67,2.67,ml,22,77,0.1131,0.15,ci,ci38460607,2021-10-13T19:35:54.224Z,"14km ENE of Ridgecrest, CA",earthquake,0.24,0.8,0.13,24,reviewed,ci,ci
2019-07-06T08:56:33.220Z,35.6463333,-117.4383333,7.31,2.6,ml,11,121,0.06279,0.18,ci,ci37421141,2021-10-13T19:12:45.849Z,"14km SSW of Searles Valley, CA",earthquake,0.38,1.08,0.107,3,reviewed,ci,ci
2019-07-06T08:46:32.430Z,35.677,-117.5856667,9.19,3.27,ml,40,57,0.1351,0.16,ci,ci38460471,2019-12-18T00:00:57.950Z,"10km NE of Ridgecrest, CA",earthquake,0.17,0.49,0.154,22,reviewed,ci,ci
2019-07-06T08:43:09.860Z,35.6985,-117.5143333,8.72,2.61,ml,32,100,0.1196,0.13,ci,ci38460439,2021-10-19T17:57:42.239Z,"13km SW of Searles Valley, CA",earthquake,0.14,0.54,0.128,14,reviewed,ci,ci
2019-07-06T08:42:46.950Z,35.6475,-117.4323333,8.3,2.67,ml,31,68,0.06555,0.14,ci,ci38460431,2021-10-14T20:37:46.930Z,"14km S of Searles Valley, CA",earthquake,0.16,0.4,0.215,17,reviewed,ci,ci
2019-07-06T08:41:33.040Z,35.7016667,-117.5096667,2.55,3.35,ml,53,38,0.1212,0.15,ci,ci38460415,2022-06-21T05:39:40.555Z,"12km SW of Searles Valley, CA",earthquake,0.12,0.27,0.199,25,reviewed,ci,ci
2019-07-06T08:40:30.650Z,35.6088333,-117.4176667,4.27,2.71,ml,9,126,0.04259,0.08,ci,ci38460391,2020-01-07T20:26:27.940Z,"18km SSW of Trona, CA",earthquake,0.2,0.3,0.067,6,reviewed,ci,ci
2019-07-06T08:36:48.870Z,35.6788333,-117.493,1.38,3.07,ml,31,63,0.09549,0.11,ci,ci38460335,2020-01-21T18:53:03.980Z,"13km SW of Searles Valley, CA",earthquake,0.12,0.26,0.16,33,reviewed,ci,ci
2019-07-06T08:32:57.550Z,35.639,-117.4913333,3.14,4.56,mw,83,24,0.05751,0.15,ci,ci38460311,2019-09-26T14:30:37.040Z,"16km SSW of Searles Valley, CA",earthquake,0.11,0.27,,6,reviewed,ci,ci
2019-07-06T08:32:49.820Z,35.7183333,-117.5393333,7.47,2.64,ml,23,87,0.1081,0.19,ci,ci38460303,2021-10-20T20:13:03.238Z,"13km WSW of Searles Valley, CA",earthquake,0.26,1.14,0.102,13,reviewed,ci,ci
2019-07-06T08:32:32.940Z,35.6205,-117.4386667,6.46,2.62,ml,36,68,0.03897,0.16,ci,ci38460295,2021-10-20T18:51:42.570Z,"17km S of Searles Valley, CA",earthquake,0.17,0.4,0.157,23,reviewed,ci,ci
2019-07-06T08:30:34.690Z,35.7706667,-117.5755,3.43,2.51,ml,6,175,0.04841,0.07,ci,ci37482829,2021-10-19T20:10:03.585Z,"16km W of Searles Valley, CA",earthquake,0.44,0.26,0.102,4,reviewed,ci,ci
2019-07-06T08:30:33.180Z,35.6696667,-117.4675,4.48,2.64,ml,15,125,0.0831,0.21,ci,ci38460271,2021-10-19T20:05:53.639Z,"12km SSW of Searles Valley, CA",earthquake,0.52,0.89,0.16,5,reviewed,ci,ci
2019-07-06T08:28:33.770Z,35.6318333,-117.4105,3.15,3.59,mlr,52,26,0.06181,0.15,ci,ci38460255,2019-12-11T01:30:02.651Z,"15km S of Trona, CA",earthquake,0.13,0.43,0.163,179,reviewed,ci,ci
2019-07-06T08:26:51.080Z,35.5693333,-117.388,7.04,3.27,ml,11,186,0.04824,0.3,ci,ci38460223,2019-12-17T22:11:05.260Z,"22km S of Trona, CA",earthquake,1.18,0.79,0.306,7,reviewed,ci,ci
2019-07-06T08:22:03.680Z,35.6706667,-117.5481667,4.67,2.79,ml,44,42,0.1094,0.15,ci,ci38460175,2021-10-13T20:13:46.640Z,"13km ENE of Ridgecrest, CA",earthquake,0.11,0.42,0.18,21,reviewed,ci,ci
2019-07-06T08:18:38.290Z,35.7096667,-117.5801667,8.33,2.87,ml,17,69,0.1068,0.19,ci,ci37482517,2021-10-14T15:06:11.953Z,"13km NE of Ridgecrest, CA",earthquake,0.31,0.97,0.073,4,reviewed,ci,ci
2019-07-06T08:18:34.590Z,35.7573333,-117.5766667,4.01,2.68,ml,23,65,0.0607,0.23,ci,ci37482509,2021-10-14T15:03:10.813Z,"16km W of Searles Valley, CA",earthquake,0.29,0.71,0.211,5,reviewed,ci,ci
2019-07-06T08:18:28.990Z,35.6893333,-117.5316667,5.05,2.5,ml,27,60,0.1172,0.19,ci,ci38460135,2021-10-14T15:06:49.340Z,"14km SW of Searles Valley, CA",earthquake,0.22,0.72,0.095,9,reviewed,ci,ci
2019-07-06T08:13:54.140Z,35.6546667,-117.4696667,1.89,2.75,ml,23,65,0.06829,0.19,ci,ci37237460,2019-11-12T01:47:08.006Z,"14km SSW of Searles Valley, CA",earthquake,0.25,0.47,0.134,22,reviewed,ci,ci
2019-07-06T08:12:56.960Z,35.6733333,-117.5446667,6.22,2.51,ml,19,115,0.1096,0.14,ci,ci38460055,2019-11-12T00:07:32.263Z,"13km ENE of Ridgecrest, CA",earthquake,0.23,0.74,0.201,15,reviewed,ci,ci
2019-07-06T08:12:21.250Z,35.6943333,-117.5268333,8.38,2.55,ml,23,61,0.1198,0.18,ci,ci37237428,2019-11-11T22:44:42.222Z,"14km SW of Searles Valley, CA",earthquake,0.25,0.96,0.099,13,reviewed,ci,ci
2019-07-06T08:09:05.360Z,35.757,-117.6091667,5.82,2.63,ml,19,107,0.05938,0.18,ci,ci38460023,2019-11-08T23:00:39.010Z,"16km NNE of Ridgecrest, CA",earthquake,0.3,0.99,0.169,7,reviewed,ci,ci
2019-07-06T08:07:15.390Z,35.6835,-117.531,4.72,2.56,ml,12,105,0.1118,0.16,ci,ci37236892,2019-11-07T22:36:23.920Z,"15km SW of Searles Valley, CA",earthquake,0.34,0.88,0.102,7,reviewed,ci,ci
2019-07-06T08:07:12.290Z,35.7543333,-117.5721667,10.21,2.59,ml,20,84,0.06465,0.12,ci,ci37236884,2019-11-07T22:26:15.918Z,"15km W of Searles Valley, CA",earthquake,0.22,0.51,0.133,9,reviewed,ci,ci
2019-07-06T08:05:53.310Z,35.6111667,-117.4095,6.23,2.65,ml,16,157,0.0495,0.14,ci,ci37236820,2019-11-07T20:27:58.912Z,"17km S of Trona, CA",earthquake,0.32,0.5,0.232,9,reviewed,ci,ci
2019-07-06T08:05:23.170Z,35.619,-117.4485,1.57,2.61,ml,23,94,0.0343,0.16,ci,ci38459983,2019-11-07T19:53:38.758Z,"17km SSW of Searles Valley, CA",earthquake,0.22,0.33,0.114,25,reviewed,ci,ci
2019-07-06T08:01:00.680Z,35.6705,-117.501,1.31,3.24,ml,40,62,0.08958,0.15,ci,ci38459943,2019-11-06T20:51:03.600Z,"14km SW of Searles Valley, CA",earthquake,0.15,0.33,0.155,36,reviewed,ci,ci
2019-07-06T07:59:47.730Z,35.7001667,-117.5131667,1.57,2.76,ml,34,61,0.1208,0.16,ci,ci38459927,2019-11-06T19:41:21.646Z,"12km SW of Searles Valley, CA",earthquake,0.19,0.47,0.195,26,reviewed,ci,ci
2019-07-06T07:59:02.080Z,35.7491667,-117.5301667,10.33,2.58,ml,28,93,0.08609,0.19,ci,ci38459919,2019-11-06T18:44:13.316Z,"12km W of Searles Valley, CA",earthquake,0.29,0.67,0.219,22,reviewed,ci,ci
2019-07-06T07:56:03.660Z,35.6746667,-117.475,2,3.55,mlr,53,38,0.08859,0.17,ci,ci38459895,2019-11-05T23:18:09.824Z,"12km SSW of Searles Valley, CA",earthquake,0.13,0.33,0.178,30,reviewed,ci,ci
2019-07-06T07:54:46.580Z,35.7051667,-117.5576667,8.49,3.87,mlr,66,43,0.115,0.14,ci,ci38459887,2019-11-05T22:58:47.605Z,"14km NE of Ridgecrest, CA",earthquake,0.11,0.38,0.156,33,reviewed,ci,ci
2019-07-06T07:51:30.970Z,35.629,-117.4333333,4.43,2.7,ml,19,98,0.04849,0.15,ci,ci38459847,2019-11-04T23:30:10.984Z,"16km S of Searles Valley, CA",earthquake,0.31,0.53,0.159,19,reviewed,ci,ci
2019-07-06T07:50:15.380Z,35.55,-117.383,2.85,3.43,ml,27,50,0.02918,0.14,ci,ci37235916,2022-06-18T16:51:48.652Z,"24km S of Trona, CA",earthquake,0.2,0.16,0.141,30,reviewed,ci,ci
2019-07-06T07:50:01.980Z,35.7036667,-117.5571667,2.98,3.21,ml,38,58,0.1165,0.14,ci,ci38459839,2019-11-04T22:47:15.861Z,"14km NE of Ridgecrest, CA",earthquake,0.17,0.57,0.217,25,reviewed,ci,ci
2019-07-06T07:49:12.290Z,35.6123333,-117.4763333,2.3,2.79,ml,16,67,0.02823,0.15,ci,ci37235876,2019-11-04T21:42:05.181Z,"18km E of Ridgecrest, CA",earthquake,0.25,0.29,0.177,10,reviewed,ci,ci
2019-07-06T07:49:00.000Z,35.603,-117.3996667,7.88,3.05,ml,39,64,0.05356,0.14,ci,ci38459831,2019-11-04T21:05:25.220Z,"18km S of Trona, CA",earthquake,0.16,0.37,0.129,32,reviewed,ci,ci
2019-07-06T07:46:30.340Z,35.66,-117.479,2.17,3.33,ml,33,64,0.07461,0.18,ci,ci37235820,2022-06-18T16:51:11.286Z,"14km SSW of Searles Valley, CA",earthquake,0.21,0.39,0.176,103,reviewed,ci,ci
2019-07-06T07:45:41.420Z,35.6393333,-117.4815,2.16,2.56,ml,21,89,0.05501,0.16,ci,ci38459799,2019-11-01T23:24:58.910Z,"16km SSW of Searles Valley, CA",earthquake,0.22,0.41,0.128,15,reviewed,ci,ci
2019-07-06T07:39:53.590Z,35.6006667,-117.4765,3.9,2.59,ml,15,90,0.01832,0.14,ci,ci37235556,2019-11-01T18:11:03.258Z,"18km E of Ridgecrest, CA",earthquake,0.24,0.29,0.1,10,reviewed,ci,ci
2019-07-06T07:38:29.390Z,35.6136667,-117.3966667,8.52,2.56,ml,10,187,0.05989,0.13,ci,ci37235460,2019-11-01T00:19:09.346Z,"17km S of Trona, CA",earthquake,0.57,0.45,0.547,5,reviewed,ci,ci
2019-07-06T07:37:02.680Z,35.7376667,-117.5218333,12.36,2.77,ml,11,225,0.09928,0.13,ci,ci37235412,2019-10-31T21:32:00.118Z,"11km WSW of Searles Valley, CA",earthquake,0.57,0.73,0.071,6,reviewed,ci,ci
2019-07-06T07:37:00.030Z,35.7526667,-117.5761667,7.37,2.73,ml,21,83,0.06529,0.12,ci,ci38459679,2019-10-31T21:16:53.515Z,"16km W of Searles Valley, CA",earthquake,0.26,0.56,0.114,12,reviewed,ci,ci
2019-07-06T07:36:23.540Z,35.732,-117.5848333,8.49,3.44,ml,31,43,0.08419,0.23,ci,ci38459671,2019-10-31T21:02:50.690Z,"15km NNE of Ridgecrest, CA",earthquake,0.25,0.76,0.151,147,reviewed,ci,ci
2019-07-06T07:36:15.590Z,35.6301667,-117.4158333,6.95,3.1,ml,10,130,0.05767,0.18,ci,ci37235404,2019-10-31T21:08:02.281Z,"15km SSW of Trona, CA",earthquake,0.49,1,0.166,6,reviewed,ci,ci
2019-07-06T07:36:09.620Z,35.6598333,-117.4835,1.99,2.7,ml,21,64,0.0752,0.15,ci,ci38459663,2019-10-31T20:54:51.561Z,"14km SSW of Searles Valley, CA",earthquake,0.22,0.54,0.171,17,reviewed,ci,ci
2019-07-06T07:35:51.410Z,35.5528333,-117.3803333,3.36,2.5,ml,13,126,0.03066,0.16,ci,ci37235396,2019-10-31T20:45:45.545Z,"24km S of Trona, CA",earthquake,0.38,0.48,0.149,7,reviewed,ci,ci
2019-07-06T07:35:24.740Z,35.7006667,-117.5431667,8.19,2.84,ml,29,59,0.123,0.12,ci,ci38459655,2019-10-31T20:38:55.050Z,"15km WSW of Searles Valley, CA",earthquake,0.2,0.78,0.111,36,reviewed,ci,ci
2019-07-06T07:34:05.630Z,35.6038333,-117.4663333,9.74,2.61,ml,24,65,0.01762,0.15,ci,ci37235356,2019-10-31T18:29:31.621Z,"19km E of Ridgecrest, CA",earthquake,0.21,0.39,0.249,16,reviewed,ci,ci
2019-07-06T07:32:14.610Z,35.752,-117.5835,7.24,2.56,ml,17,137,0.06462,0.17,ci,ci37234684,2019-10-30T21:48:43.498Z,"16km W of Searles Valley, CA",earthquake,0.51,0.67,0.124,11,reviewed,ci,ci
2019-07-06T07:32:00.630Z,35.7625,-117.5988333,8.24,2.53,ml,14,140,0.05314,0.12,ci,ci37234708,2019-10-30T21:58:34.650Z,"17km NNE of Ridgecrest, CA",earthquake,0.27,0.56,0.065,7,reviewed,ci,ci
2019-07-06T07:31:14.490Z,35.7043333,-117.505,2.01,3.62,mlr,52,46,0.1226,0.17,ci,ci38459599,2019-10-30T22:00:17.534Z,"12km SW of Searles Valley, CA",earthquake,0.14,0.34,0.156,44,reviewed,ci,ci
2019-07-06T07:30:51.220Z,35.681,-117.5146667,7.52,2.8,ml,28,61,0.1035,0.16,ci,ci38459591,2019-10-30T20:21:18.060Z,"14km SW of Searles Valley, CA",earthquake,0.23,0.92,0.117,24,reviewed,ci,ci
2019-07-06T07:28:10.380Z,35.644,-117.444,3.01,2.91,ml,36,68,0.05926,0.14,ci,ci38459551,2019-10-30T18:30:37.870Z,"14km SSW of Searles Valley, CA",earthquake,0.16,0.31,0.171,25,reviewed,ci,ci
2019-07-06T07:26:26.420Z,35.7025,-117.4846667,2.61,2.78,ml,37,63,0.1172,0.14,ci,ci38459543,2019-10-29T23:21:53.340Z,"10km SW of Searles Valley, CA",earthquake,0.14,0.38,0.141,25,reviewed,ci,ci
2019-07-06T07:25:23.300Z,35.7611667,-117.578,9.85,2.83,ml,36,64,0.05672,0.13,ci,ci38459535,2019-10-29T21:07:07.630Z,"16km W of Searles Valley, CA",earthquake,0.19,0.37,0.201,39,reviewed,ci,ci
2019-07-06T07:24:15.730Z,35.694,-117.5426667,9.37,2.72,ml,29,59,0.1257,0.15,ci,ci37233948,2019-10-29T18:00:00.218Z,"14km NE of Ridgecrest, CA",earthquake,0.24,0.54,0.182,11,reviewed,ci,ci
2019-07-06T07:20:42.350Z,35.7076667,-117.5078333,5.99,2.67,ml,22,81,0.1265,0.18,ci,ci38459479,2019-10-28T22:15:21.684Z,"12km SW of Searles Valley, CA",earthquake,0.3,1.24,0.243,17,reviewed,ci,ci
2019-07-06T07:17:18.210Z,35.6535,-117.4658333,3.45,2.53,ml,15,90,0.06692,0.16,ci,ci37233196,2019-10-26T00:04:36.369Z,"14km SSW of Searles Valley, CA",earthquake,0.33,0.75,0.059,7,reviewed,ci,ci
2019-07-06T07:15:26.440Z,35.705,-117.5066667,9.02,3.34,ml,42,46,0.1237,0.13,ci,ci38459439,2021-02-19T19:16:48.589Z,"12km SW of Searles Valley, CA",earthquake,0.12,0.41,0.128,33,reviewed,ci,ci
2019-07-06T07:11:32.180Z,35.7406667,-117.5338333,10.63,2.83,ml,34,139,0.09107,0.17,ci,ci38459399,2019-10-24T23:26:26.268Z,"12km WSW of Searles Valley, CA",earthquake,0.24,0.5,0.149,26,reviewed,ci,ci
2019-07-06T07:04:22.230Z,35.7436667,-117.5585,3.47,3.01,ml,25,57,0.0786,0.16,ci,ci38459319,2019-10-23T21:11:11.260Z,"14km W of Searles Valley, CA",earthquake,0.22,0.69,0.16,15,reviewed,ci,ci
2019-07-06T07:03:14.700Z,35.6568333,-117.5353333,9.18,3.46,mlr,64,37,0.09206,0.13,ci,ci38459311,2019-10-22T23:47:19.350Z,"13km ENE of Ridgecrest, CA",earthquake,0.1,0.31,0.162,42,reviewed,ci,ci
2019-07-06T06:59:59.430Z,35.6763333,-117.5486667,1.6,3.46,mlr,42,51,0.114,0.17,ci,ci38459279,2019-10-21T21:38:49.710Z,"13km ENE of Ridgecrest, CA",earthquake,0.14,0.28,0.175,50,reviewed,ci,ci
2019-07-06T06:57:33.020Z,35.651,-117.4551667,9.55,2.77,ml,18,116,0.06461,0.16,ci,ci37231804,2019-10-21T19:07:23.188Z,"14km SSW of Searles Valley, CA",earthquake,0.29,0.64,0.186,8,reviewed,ci,ci
2019-07-06T06:57:26.550Z,35.6713333,-117.4048333,10.32,2.56,ml,15,102,0.09669,0.14,ci,ci37231796,2019-10-21T18:51:16.083Z,"11km SSW of Trona, CA",earthquake,0.33,0.65,0.234,6,reviewed,ci,ci
2019-07-06T06:56:38.350Z,35.62,-117.4451667,5.77,2.56,ml,4,269,0.03619,0.15,ci,ci37231748,2019-10-21T17:57:53.162Z,"17km SSW of Searles Valley, CA",earthquake,1.54,0.92,0.042,2,reviewed,ci,ci
2019-07-06T06:56:21.180Z,35.6866667,-117.4808333,8.33,3.25,ml,38,47,0.1011,0.14,ci,ci38459239,2019-10-21T17:50:05.280Z,"11km SW of Searles Valley, CA",earthquake,0.14,0.47,0.163,30,reviewed,ci,ci
2019-07-06T06:53:09.890Z,35.6718333,-117.4946667,1.76,3.4,mlr,25,85,0.08916,0.15,ci,ci38459215,2019-10-18T22:01:27.355Z,"13km SW of Searles Valley, CA",earthquake,0.18,0.4,0.152,27,reviewed,ci,ci
2019-07-06T06:52:25.970Z,35.5601667,-117.3983333,3.76,3.77,mlr,60,26,0.04466,0.15,ci,ci38459207,2019-10-18T21:44:29.920Z,"23km S of Trona, CA",earthquake,0.13,0.29,0.22,44,reviewed,ci,ci
2019-07-06T06:50:36.520Z,35.6871667,-117.4843333,6.93,3.39,ml,40,64,0.1021,0.16,ci,ci38459183,2019-10-18T20:18:43.501Z,"12km SW of Searles Valley, CA",earthquake,0.16,0.49,0.166,79,reviewed,ci,ci
2019-07-06T06:50:18.180Z,35.7483333,-117.6268333,0.82,2.77,ml,13,166,0.07136,0.29,ci,ci37230940,2019-10-18T19:18:37.192Z,"15km NNE of Ridgecrest, CA",earthquake,0.93,1.17,0.13,11,reviewed,ci,ci
2019-07-06T06:50:12.070Z,35.7536667,-117.5735,11.49,2.84,ml,28,74,0.06494,0.13,ci,ci38459175,2019-10-18T19:17:49.116Z,"15km W of Searles Valley, CA",earthquake,0.21,0.45,0.172,17,reviewed,ci,ci
2019-07-06T06:49:27.720Z,35.5721667,-117.4003333,4.39,2.77,ml,8,192,0.05242,0.09,ci,ci37230884,2019-10-18T18:01:03.641Z,"21km S of Trona, CA",earthquake,0.61,0.33,0.207,2,reviewed,ci,ci
2019-07-06T06:47:54.660Z,35.7315,-117.5515,9.63,2.78,ml,23,77,0.09201,0.1,ci,ci38459143,2019-10-17T22:24:09.290Z,"14km WSW of Searles Valley, CA",earthquake,0.18,0.46,0.146,15,reviewed,ci,ci
2019-07-06T06:45:59.800Z,35.6375,-117.4888333,7.04,2.8,ml,15,104,0.05532,0.16,ci,ci37230572,2020-03-10T20:08:27.523Z,"16km SSW of Searles Valley, CA",earthquake,0.35,0.74,0.169,5,reviewed,ci,ci
2019-07-06T06:43:16.770Z,35.7363333,-117.552,2.4,2.7,ml,17,178,0.08745,0.21,ci,ci38459063,2019-10-17T00:14:36.682Z,"14km WSW of Searles Valley, CA",earthquake,0.45,0.47,0.174,27,reviewed,ci,ci
2019-07-06T06:39:10.040Z,35.7311667,-117.5415,4.04,2.98,ml,47,36,0.0959,0.16,ci,ci38459031,2019-10-16T20:09:24.390Z,"13km WSW of Searles Valley, CA",earthquake,0.12,0.51,0.176,37,reviewed,ci,ci
2019-07-06T06:37:19.840Z,35.7053333,-117.5075,1.68,2.5,ml,25,80,0.1242,0.19,ci,ci37229428,2019-10-16T18:49:26.675Z,"12km SW of Searles Valley, CA",earthquake,0.24,0.42,0.149,17,reviewed,ci,ci
2019-07-06T06:35:35.450Z,35.5993333,-117.348,5.47,2.89,ml,7,202,0.07543,0.09,ci,ci37229332,2019-10-15T23:06:35.582Z,"19km S of Trona, CA",earthquake,0.42,0.72,0.219,3,reviewed,ci,ci
2019-07-06T06:33:09.860Z,35.6995,-117.4856667,11.1,2.77,ml,36,85,0.1144,0.18,ci,ci38458983,2019-10-15T19:29:15.420Z,"11km SW of Searles Valley, CA",earthquake,0.2,0.41,0.143,26,reviewed,ci,ci
2019-07-06T06:31:49.560Z,35.7161667,-117.5316667,9.42,2.8,ml,15,169,0.1129,0.14,ci,ci38458959,2019-10-14T21:36:38.179Z,"13km WSW of Searles Valley, CA",earthquake,0.52,1.03,0.047,3,reviewed,ci,ci
2019-07-06T06:30:50.570Z,35.639,-117.439,5.03,3.13,ml,8,146,0.05569,0.11,ci,ci37229172,2019-10-14T21:10:19.670Z,"15km SSW of Searles Valley, CA",earthquake,0.37,0.34,0.094,3,reviewed,ci,ci
2019-07-06T06:28:57.500Z,35.707,-117.5305,10.08,3.3,ml,26,60,0.1214,0.23,ci,ci37229124,2019-10-14T19:30:01.908Z,"13km WSW of Searles Valley, CA",earthquake,0.3,0.83,0.165,48,reviewed,ci,ci
2019-07-06T06:28:44.340Z,35.5526667,-117.4345,1.77,2.91,ml,5,141,0.06341,0.12,ci,ci38458927,2019-10-14T19:08:20.785Z,"23km ESE of Ridgecrest, CA",earthquake,0.53,0.44,0.47,4,reviewed,ci,ci
2019-07-06T06:26:18.620Z,35.7095,-117.5095,4.8,3.06,ml,35,52,0.1279,0.14,ci,ci38458895,2019-10-12T00:21:37.070Z,"12km SW of Searles Valley, CA",earthquake,0.15,0.51,0.13,30,reviewed,ci,ci
2019-07-06T06:25:58.220Z,35.6728333,-117.4693333,8.54,2.99,ml,21,113,0.08634,0.17,ci,ci38458887,2019-10-11T23:27:21.322Z,"12km SSW of Searles Valley, CA",earthquake,0.27,0.78,0.189,22,reviewed,ci,ci
2019-07-06T06:20:57.480Z,35.7253333,-117.5598333,10.68,2.93,ml,25,75,0.09527,0.18,ci,ci37228860,2019-10-11T17:56:00.254Z,"15km WSW of Searles Valley, CA",earthquake,0.25,0.51,0.102,27,reviewed,ci,ci
2019-07-06T06:17:10.080Z,35.6308333,-117.588,11.43,2.84,ml,15,70,0.1116,0.14,ci,ci38458791,2019-10-10T20:27:34.770Z,"8km E of Ridgecrest, CA",earthquake,0.28,0.76,0.141,12,reviewed,ci,ci
2019-07-06T06:15:20.400Z,35.5858333,-117.4218333,2.71,2.59,ml,9,205,0.03291,0.13,ci,ci37228700,2019-10-09T18:56:46.218Z,"20km S of Trona, CA",earthquake,0.73,0.25,0.11,3,reviewed,ci,ci
2019-07-06T06:15:02.990Z,35.7141667,-117.5485,10.16,2.78,ml,22,197,0.1089,0.16,ci,ci38458775,2019-10-09T18:20:25.360Z,"14km WSW of Searles Valley, CA",earthquake,0.42,0.78,0.106,16,reviewed,ci,ci
2019-07-06T06:14:15.680Z,35.6731667,-117.4703333,7.25,3.33,ml,39,48,0.08673,0.16,ci,ci38458767,2019-10-09T18:06:47.610Z,"12km SSW of Searles Valley, CA",earthquake,0.17,0.64,0.121,25,reviewed,ci,ci
2019-07-06T06:13:35.610Z,35.6701667,-117.4668333,3,2.99,ml,8,113,0.08357,0.12,ci,ci37264020,2020-03-10T00:28:59.073Z,"12km SSW of Searles Valley, CA",earthquake,0.32,0.34,0.1,4,reviewed,ci,ci
2019-07-06T06:13:23.000Z,35.6165,-117.4611667,9.36,3.02,ml,9,112,0.02995,0.12,ci,ci37264012,2020-03-10T00:07:49.949Z,"18km SSW of Searles Valley, CA",earthquake,0.38,0.53,0.094,2,reviewed,ci,ci
2019-07-06T06:12:52.000Z,35.5813333,-117.3751667,5.45,4.27,mlr,55,42,0.05692,0.15,ci,ci38458759,2019-10-09T00:37:30.144Z,"20km S of Trona, CA",earthquake,0.15,0.43,0.19,25,reviewed,ci,ci
2019-07-06T06:11:45.230Z,35.6746667,-117.5471667,9.59,2.52,ml,23,59,0.1119,0.15,ci,ci37228652,2019-10-08T21:47:44.438Z,"13km ENE of Ridgecrest, CA",earthquake,0.21,0.56,0.142,14,reviewed,ci,ci
2019-07-06T06:08:10.510Z,35.6221667,-117.4626667,5.01,2.94,ml,20,66,0.03559,0.12,ci,ci37228476,2019-10-08T17:44:35.301Z,"17km SSW of Searles Valley, CA",earthquake,0.18,0.3,0.112,11,reviewed,ci,ci
2019-07-06T06:07:40.070Z,35.6233333,-117.4208333,6.36,3.37,ml,18,100,0.04987,0.11,ci,ci37420965,2021-02-19T19:17:00.772Z,"16km S of Searles Valley, CA",earthquake,0.23,0.35,0.153,46,reviewed,ci,ci
2019-07-06T06:07:08.680Z,35.5771667,-117.3635,3.81,3.53,ml,48,51,0.05211,0.16,ci,ci38458719,2019-10-07T23:52:33.852Z,"21km S of Trona, CA",earthquake,0.14,0.31,0.137,37,reviewed,ci,ci
2019-07-06T06:06:32.980Z,35.5568333,-117.3736667,5.43,2.73,ml,16,152,0.03267,0.15,ci,ci38458711,2019-10-07T21:24:15.851Z,"23km S of Trona, CA",earthquake,0.31,0.37,0.187,13,reviewed,ci,ci
2019-07-06T06:04:56.980Z,35.6875,-117.5855,1.61,2.55,ml,9,151,0.1283,0.1,ci,ci37228324,2019-10-07T20:45:23.882Z,"11km NE of Ridgecrest, CA",earthquake,0.36,0.55,0.075,4,reviewed,ci,ci
2019-07-06T06:04:07.880Z,35.6216667,-117.4176667,4.93,2.84,ml,7,126,0.05048,0.11,ci,ci37228308,2019-10-07T19:22:51.136Z,"16km SSW of Trona, CA",earthquake,0.32,0.52,0.346,4,reviewed,ci,ci
